transaction_id,chargeback_date,resolution_cost
txn_000111199,2025-08-31 18:57:45+00:00,11.43
txn_000111228,2025-08-09 20:12:50+00:00,10.2
txn_000111231,2025-08-25 20:21:31+00:00,7.95
txn_000111361,2025-08-22 02:17:52+00:00,13.78
txn_000111365,2025-08-15 02:34:00+00:00,10.64
txn_000111380,2025-09-13 03:03:51+00:00,12.02
txn_000111406,2025-08-11 04:04:39+00:00,18.38
txn_000111407,2025-08-03 04:06:11+00:00,8.59
txn_000111411,2025-09-17 04:14:31+00:00,19.88
txn_000111414,2025-08-04 04:25:02+00:00,18.86
txn_000111441,2025-08-25 05:41:33+00:00,10.47
txn_000111522,2025-09-09 08:45:16+00:00,21.63
txn_000111539,2025-09-01 09:37:04+00:00,16.3
txn_000111542,2025-09-05 09:41:28+00:00,6.73
txn_000111567,2025-09-08 10:54:10+00:00,15.93
txn_000111646,2025-07-30 13:43:25+00:00,10.4
txn_000111799,2025-08-22 20:31:17+00:00,11.74
txn_000111820,2025-08-22 21:26:35+00:00,14.31
txn_000111841,2025-09-19 22:28:11+00:00,11.03
txn_000111886,2025-08-27 00:18:11+00:00,27.94
txn_000111891,2025-08-27 00:24:20+00:00,21.93
txn_000111908,2025-09-06 01:04:51+00:00,18.88
txn_000111914,2025-08-23 01:17:39+00:00,20.77
txn_000111963,2025-08-18 03:00:11+00:00,13.2
txn_000111989,2025-09-16 04:03:14+00:00,17.02
txn_000112076,2025-09-12 08:10:51+00:00,20.32
txn_000112105,2025-08-23 09:45:44+00:00,30.97
txn_000112132,2025-08-03 11:06:07+00:00,15.01
txn_000112142,2025-09-08 11:26:01+00:00,15.02
txn_000112156,2025-08-12 12:17:00+00:00,14.61
txn_000112187,2025-08-05 13:15:02+00:00,21.85
txn_000112249,2025-09-10 15:54:40+00:00,11.51
txn_000112260,2025-08-16 16:17:47+00:00,19.64
txn_000112266,2025-09-09 16:33:21+00:00,20.15
txn_000112280,2025-09-09 16:52:09+00:00,22.66
txn_000112296,2025-08-03 17:46:32+00:00,20.08
txn_000112306,2025-09-05 18:11:53+00:00,25.94
txn_000112324,2025-08-15 19:05:39+00:00,8.07
txn_000112327,2025-08-18 19:07:07+00:00,29.32
txn_000112344,2025-08-30 19:41:33+00:00,25.19
txn_000112399,2025-08-30 22:20:56+00:00,9.49
txn_000112438,2025-08-02 23:54:43+00:00,23.29
txn_000112502,2025-09-06 03:13:29+00:00,15.12
txn_000112516,2025-08-06 03:58:01+00:00,6.47
txn_000112536,2025-08-19 04:41:50+00:00,9.6
txn_000112568,2025-08-23 05:44:32+00:00,7.95
txn_000112587,2025-08-26 06:48:12+00:00,14.49
txn_000112608,2025-08-25 07:47:58+00:00,21.71
txn_000112613,2025-09-20 08:06:17+00:00,19.2
txn_000112639,2025-08-18 09:02:46+00:00,22.3
txn_000112678,2025-08-21 10:55:26+00:00,17.43
txn_000112747,2025-08-03 13:45:16+00:00,12.54
txn_000112785,2025-08-12 15:22:41+00:00,24.35
txn_000112791,2025-08-05 15:28:08+00:00,25.02
txn_000112792,2025-08-15 15:30:29+00:00,20.08
txn_000112796,2025-08-23 15:43:49+00:00,14.38
txn_000112835,2025-08-09 17:53:06+00:00,14.93
txn_000112883,2025-08-27 19:42:37+00:00,49.32
txn_000112914,2025-08-23 21:04:21+00:00,12.3
txn_000112931,2025-08-31 21:47:25+00:00,10.43
txn_000112974,2025-09-23 23:46:33+00:00,6.79
txn_000113102,2025-09-08 05:23:11+00:00,10.82
txn_000113146,2025-08-17 07:16:31+00:00,20.89
txn_000113171,2025-08-14 08:06:19+00:00,13.43
txn_000113349,2025-08-30 15:36:17+00:00,19.95
txn_000113351,2025-09-08 15:40:47+00:00,14.61
txn_000113390,2025-08-20 17:24:00+00:00,15.99
txn_000113437,2025-09-24 19:12:15+00:00,7.92
txn_000113451,2025-08-27 19:42:04+00:00,18.8
txn_000113521,2025-09-12 22:22:28+00:00,27.94
txn_000113550,2025-09-13 23:26:40+00:00,14.44
txn_000113571,2025-08-23 00:15:55+00:00,16.11
txn_000113588,2025-09-14 01:12:18+00:00,11.87
txn_000113604,2025-08-10 02:01:38+00:00,19.23
txn_000113608,2025-08-03 02:07:35+00:00,11.9
txn_000113625,2025-08-21 02:53:29+00:00,26.78
txn_000113646,2025-08-15 03:55:33+00:00,14.57
txn_000113648,2025-09-03 04:03:09+00:00,6.94
txn_000113703,2025-08-13 06:24:55+00:00,8.95
txn_000113708,2025-09-06 06:35:04+00:00,21.47
txn_000113765,2025-08-22 09:24:49+00:00,32.72
txn_000113779,2025-09-01 10:04:02+00:00,33.72
txn_000113824,2025-08-14 11:49:38+00:00,23.17
txn_000113835,2025-09-10 12:17:12+00:00,23.25
txn_000113861,2025-09-18 13:05:28+00:00,18.97
txn_000113952,2025-09-12 16:51:55+00:00,13.07
txn_000113979,2025-08-24 18:47:58+00:00,17.25
txn_000113986,2025-09-25 19:06:57+00:00,28.18
txn_000114025,2025-09-15 20:39:38+00:00,43.28
txn_000114091,2025-08-29 23:43:13+00:00,7.07
txn_000114119,2025-08-22 01:41:20+00:00,39.95
txn_000114144,2025-08-11 02:45:50+00:00,14.65
txn_000114247,2025-08-31 07:20:38+00:00,13.38
txn_000114350,2025-09-14 12:02:50+00:00,31.87
txn_000114360,2025-08-24 12:39:28+00:00,7.98
txn_000114384,2025-09-23 13:53:47+00:00,9.89
txn_000114389,2025-09-21 14:06:22+00:00,15.5
txn_000114465,2025-08-21 16:43:01+00:00,34.42
txn_000114515,2025-08-16 18:58:28+00:00,13.59
txn_000114521,2025-08-23 19:18:09+00:00,16.11
txn_000114605,2025-09-26 22:45:57+00:00,35.28
txn_000114610,2025-08-04 22:57:45+00:00,8.48
txn_000114631,2025-08-13 23:53:24+00:00,15.07
txn_000114675,2025-08-28 01:46:22+00:00,16.88
txn_000114685,2025-08-17 02:17:59+00:00,32.88
txn_000114753,2025-08-12 04:51:26+00:00,13.34
txn_000114768,2025-08-29 05:30:18+00:00,13.16
txn_000114787,2025-09-04 06:16:31+00:00,24.36
txn_000114793,2025-09-12 06:42:00+00:00,11.56
txn_000114899,2025-09-19 10:58:31+00:00,11.66
txn_000114907,2025-08-17 11:23:16+00:00,11.4
txn_000114943,2025-08-22 13:36:05+00:00,8.8
txn_000115030,2025-09-01 16:57:53+00:00,31.77
txn_000115048,2025-08-16 17:36:47+00:00,17.8
txn_000115157,2025-08-17 22:39:36+00:00,11.32
txn_000115173,2025-09-23 23:11:29+00:00,25.69
txn_000115222,2025-09-28 01:21:38+00:00,18.66
txn_000115223,2025-09-02 01:24:13+00:00,15.42
txn_000115237,2025-08-14 02:03:40+00:00,17.06
txn_000115251,2025-09-28 02:45:52+00:00,5.66
txn_000115295,2025-09-03 04:36:08+00:00,31.59
txn_000115305,2025-09-23 05:05:24+00:00,26.9
txn_000115399,2025-09-09 09:33:16+00:00,17.73
txn_000115410,2025-08-11 09:53:06+00:00,10.8
txn_000115425,2025-08-15 10:29:15+00:00,20.11
txn_000115442,2025-08-12 11:13:52+00:00,11.63
txn_000115466,2025-08-16 12:08:23+00:00,24.27
txn_000115467,2025-09-10 12:12:11+00:00,11.49
txn_000115488,2025-08-12 12:54:45+00:00,39.36
txn_000115605,2025-09-11 17:40:21+00:00,9.45
txn_000115729,2025-09-08 23:12:24+00:00,9.74
txn_000115745,2025-09-28 23:39:33+00:00,17.2
txn_000115790,2025-09-03 01:28:02+00:00,11.05
txn_000115807,2025-08-08 02:13:47+00:00,14.75
txn_000115836,2025-09-26 03:23:44+00:00,15.53
txn_000115875,2025-09-26 05:17:25+00:00,15.78
txn_000115879,2025-08-22 05:30:46+00:00,13.07
txn_000115898,2025-08-18 06:28:12+00:00,7.05
txn_000115947,2025-09-24 08:44:53+00:00,7.81
txn_000115978,2025-09-13 10:37:24+00:00,6.65
txn_000116055,2025-08-15 14:21:34+00:00,15.91
txn_000116122,2025-08-16 17:27:59+00:00,10.15
txn_000116127,2025-09-12 17:44:38+00:00,14.27
txn_000116136,2025-09-17 18:11:00+00:00,23.23
txn_000116213,2025-09-19 20:49:59+00:00,15.83
txn_000116251,2025-09-16 22:27:33+00:00,9.13
txn_000116258,2025-09-15 22:37:58+00:00,19.18
txn_000116261,2025-09-13 22:56:46+00:00,7.78
txn_000116282,2025-09-05 23:59:18+00:00,22.05
txn_000116329,2025-08-13 02:07:38+00:00,22.63
txn_000116369,2025-08-17 03:47:44+00:00,9.81
txn_000116383,2025-08-31 04:22:30+00:00,11.45
txn_000116393,2025-08-20 04:47:45+00:00,7.86
txn_000116401,2025-08-28 05:11:53+00:00,10.8
txn_000116489,2025-09-25 08:41:12+00:00,12.83
txn_000116492,2025-09-24 08:48:54+00:00,9.13
txn_000116495,2025-08-27 09:00:22+00:00,13.08
txn_000116580,2025-08-22 12:55:07+00:00,23.53
txn_000116603,2025-08-13 14:14:36+00:00,22.97
txn_000116619,2025-09-07 15:18:37+00:00,26.26
txn_000116644,2025-09-17 16:42:43+00:00,7.34
txn_000116667,2025-08-19 17:52:36+00:00,34.85
txn_000116703,2025-09-24 18:52:46+00:00,17.45
txn_000116734,2025-09-30 20:00:11+00:00,8.39
txn_000116769,2025-08-18 21:25:34+00:00,19.15
txn_000116861,2025-09-28 00:58:34+00:00,15.35
txn_000116890,2025-09-13 02:03:21+00:00,29.91
txn_000116911,2025-09-14 03:14:53+00:00,14.6
txn_000116945,2025-08-18 04:21:32+00:00,11.1
txn_000117016,2025-08-10 07:15:08+00:00,5.65
txn_000117033,2025-09-04 07:52:20+00:00,7.03
txn_000117105,2025-08-28 10:27:20+00:00,20.23
txn_000117116,2025-08-17 10:50:52+00:00,10.08
txn_000117127,2025-08-18 11:21:11+00:00,15.03
txn_000117179,2025-09-28 13:28:04+00:00,17.54
txn_000117274,2025-09-15 18:08:01+00:00,6.4
txn_000117275,2025-09-25 18:13:42+00:00,28.58
txn_000117307,2025-08-15 19:20:35+00:00,12.25
txn_000117351,2025-08-25 21:21:37+00:00,21.76
txn_000117357,2025-08-20 21:34:46+00:00,17.81
txn_000117358,2025-08-24 21:34:49+00:00,37.66
txn_000117381,2025-09-01 22:19:34+00:00,15.22
txn_000117563,2025-08-23 06:03:20+00:00,23.25
txn_000117586,2025-09-16 06:55:07+00:00,24.25
txn_000117592,2025-09-16 07:12:56+00:00,7.58
txn_000117677,2025-09-18 11:59:07+00:00,13.32
txn_000117681,2025-08-27 12:02:24+00:00,22.24
txn_000117694,2025-09-19 12:21:24+00:00,6.87
txn_000117704,2025-09-25 12:40:55+00:00,14.21
txn_000117901,2025-08-20 22:48:34+00:00,11.24
txn_000117956,2025-09-08 01:27:21+00:00,13.7
txn_000117958,2025-09-04 01:36:25+00:00,17.15
txn_000117968,2025-09-29 01:57:42+00:00,10.67
txn_000117989,2025-09-06 02:40:40+00:00,15.62
txn_000118000,2025-08-23 03:06:47+00:00,14.6
txn_000118099,2025-09-17 07:40:37+00:00,11.17
txn_000118111,2025-09-06 08:30:51+00:00,5.91
txn_000118142,2025-09-22 09:49:26+00:00,10.92
txn_000118160,2025-09-03 10:26:02+00:00,16.57
txn_000118168,2025-09-20 10:56:09+00:00,15.98
txn_000118304,2025-08-31 16:13:27+00:00,36.97
txn_000118338,2025-08-22 17:39:16+00:00,13.63
txn_000118374,2025-09-03 19:10:54+00:00,22.26
txn_000118391,2025-09-17 19:46:26+00:00,38.02
txn_000118448,2025-08-22 22:17:23+00:00,43.38
txn_000118542,2025-09-25 02:21:09+00:00,20.39
txn_000118546,2025-09-20 02:37:01+00:00,15.96
txn_000118548,2025-09-25 02:39:54+00:00,11.11
txn_000118552,2025-08-16 02:56:22+00:00,7.7
txn_000118652,2025-08-24 07:14:24+00:00,10.73
txn_000118720,2025-09-26 09:49:43+00:00,5.67
txn_000118744,2025-09-07 10:49:49+00:00,8.17
txn_000118820,2025-10-04 13:58:46+00:00,10.54
txn_000118906,2025-09-26 17:12:06+00:00,32.84
txn_000118929,2025-08-24 17:54:59+00:00,34.79
txn_000118936,2025-08-19 17:59:07+00:00,9.33
txn_000118941,2025-08-30 18:16:15+00:00,16.02
txn_000118989,2025-08-25 20:06:23+00:00,11.78
txn_000118994,2025-09-14 20:13:25+00:00,11.49
txn_000119000,2025-10-01 20:41:35+00:00,18.35
txn_000119121,2025-09-22 02:00:58+00:00,26.17
txn_000119125,2025-08-25 02:10:25+00:00,20.18
txn_000119205,2025-09-18 05:15:27+00:00,65.89
txn_000119215,2025-09-11 05:41:51+00:00,9.28
txn_000119246,2025-09-27 06:58:22+00:00,22.77
txn_000119372,2025-09-21 12:00:49+00:00,21.61
txn_000119379,2025-09-04 12:28:15+00:00,31.34
txn_000119403,2025-10-04 13:23:53+00:00,17.41
txn_000119453,2025-09-04 15:18:43+00:00,16.48
txn_000119472,2025-08-23 16:13:06+00:00,17.37
txn_000119500,2025-09-24 18:02:22+00:00,7.07
txn_000119514,2025-08-21 18:46:49+00:00,18.29
txn_000119595,2025-08-13 22:12:34+00:00,17.04
txn_000119626,2025-09-27 23:32:59+00:00,14.59
txn_000119685,2025-09-13 02:23:26+00:00,13.45
txn_000119750,2025-09-29 05:07:51+00:00,18.32
txn_000119812,2025-08-16 07:22:30+00:00,40.34
txn_000119859,2025-08-30 09:16:13+00:00,17.32
txn_000119868,2025-08-15 09:39:21+00:00,57.25
txn_000119895,2025-09-01 10:46:29+00:00,9.95
txn_000119917,2025-09-20 11:33:14+00:00,8.19
txn_000119928,2025-09-26 12:00:50+00:00,7.64
txn_000119954,2025-09-23 12:56:52+00:00,17.46
txn_000119970,2025-09-05 13:28:14+00:00,17.16
txn_000119988,2025-09-14 14:20:33+00:00,9.17
txn_000120203,2025-09-22 23:43:22+00:00,13.18
txn_000120250,2025-10-03 01:21:27+00:00,26.51
txn_000120257,2025-08-24 01:43:21+00:00,17.41
txn_000120293,2025-08-25 03:18:28+00:00,17.2
txn_000120324,2025-09-06 04:47:56+00:00,8.74
txn_000120342,2025-09-30 05:36:11+00:00,23.8
txn_000120352,2025-08-21 06:15:51+00:00,20.23
txn_000120402,2025-09-06 08:22:42+00:00,39.64
txn_000120403,2025-08-15 08:23:39+00:00,8.3
txn_000120468,2025-09-17 11:31:02+00:00,13.21
txn_000120557,2025-08-19 15:16:33+00:00,8.21
txn_000120676,2025-08-31 19:49:41+00:00,22.16
txn_000120697,2025-10-05 20:38:05+00:00,10.03
txn_000120725,2025-10-03 21:42:34+00:00,28.27
txn_000120753,2025-09-23 22:54:28+00:00,10.46
txn_000120764,2025-08-15 23:17:47+00:00,11.06
txn_000120818,2025-08-27 01:42:34+00:00,8.35
txn_000120849,2025-10-07 03:39:49+00:00,25.73
txn_000120854,2025-09-11 03:51:18+00:00,13.76
txn_000120866,2025-09-08 04:10:03+00:00,19.05
txn_000120896,2025-09-25 05:36:30+00:00,22.06
txn_000120929,2025-09-09 07:18:53+00:00,20.33
txn_000120977,2025-09-16 09:19:39+00:00,16.45
txn_000120983,2025-08-29 09:41:35+00:00,31.95
txn_000121003,2025-09-11 10:36:25+00:00,15.87
txn_000121005,2025-08-25 10:43:58+00:00,43.5
txn_000121046,2025-09-26 12:53:26+00:00,10.74
txn_000121123,2025-10-06 16:46:15+00:00,15.75
txn_000121190,2025-08-17 20:28:03+00:00,15.72
txn_000121274,2025-09-27 00:14:30+00:00,6.9
txn_000121307,2025-09-16 01:41:12+00:00,7.25
txn_000121328,2025-08-30 02:23:18+00:00,6.25
txn_000121462,2025-10-02 08:08:05+00:00,13.54
txn_000121468,2025-09-11 08:15:13+00:00,17.11
txn_000121579,2025-09-01 13:03:35+00:00,23.3
txn_000121594,2025-09-14 13:30:28+00:00,25.28
txn_000121665,2025-09-30 16:34:42+00:00,10.21
txn_000121746,2025-09-16 19:41:45+00:00,7.01
txn_000121796,2025-08-27 21:50:48+00:00,32.91
txn_000121800,2025-09-05 21:53:26+00:00,30.96
txn_000121851,2025-08-29 23:48:58+00:00,20.71
txn_000121866,2025-09-20 00:23:31+00:00,8.04
txn_000121894,2025-08-27 01:39:55+00:00,13.02
txn_000121904,2025-10-08 02:03:35+00:00,11.23
txn_000121967,2025-09-17 04:50:04+00:00,14.61
txn_000121989,2025-09-29 05:52:43+00:00,7.14
txn_000122017,2025-10-08 06:57:54+00:00,8.59
txn_000122023,2025-09-13 07:17:41+00:00,32.99
txn_000122052,2025-09-27 08:35:25+00:00,16.95
txn_000122108,2025-10-04 10:51:54+00:00,11.13
txn_000122123,2025-08-28 11:38:30+00:00,7.79
txn_000122156,2025-09-04 13:08:13+00:00,15.03
txn_000122198,2025-09-09 15:08:29+00:00,18.17
txn_000122255,2025-09-23 17:34:44+00:00,15.89
txn_000122283,2025-10-07 18:43:45+00:00,23.2
txn_000122286,2025-10-07 18:49:32+00:00,21.48
txn_000122287,2025-09-01 18:52:11+00:00,11.99
txn_000122320,2025-09-29 20:32:46+00:00,14.72
txn_000122328,2025-08-29 20:49:28+00:00,13.77
txn_000122341,2025-10-04 21:40:57+00:00,16.34
txn_000122353,2025-10-01 21:58:47+00:00,19.44
txn_000122398,2025-09-10 23:45:01+00:00,13.94
txn_000122484,2025-08-28 03:30:02+00:00,22.08
txn_000122491,2025-09-05 03:49:14+00:00,16.78
txn_000122574,2025-09-10 08:16:24+00:00,13.3
txn_000122598,2025-08-22 09:24:53+00:00,19.59
txn_000122627,2025-10-01 11:06:15+00:00,7.11
txn_000122632,2025-09-04 11:17:21+00:00,8.03
txn_000122755,2025-10-03 17:24:30+00:00,13.63
txn_000122800,2025-09-09 19:49:13+00:00,9.55
txn_000122874,2025-09-22 23:40:02+00:00,17.52
txn_000122888,2025-09-09 00:20:19+00:00,7.58
txn_000122890,2025-10-09 00:26:19+00:00,24.66
txn_000122909,2025-09-20 01:15:00+00:00,8.15
txn_000122910,2025-09-25 01:16:07+00:00,26.4
txn_000122919,2025-10-10 01:38:00+00:00,20.85
txn_000122924,2025-10-09 01:58:10+00:00,19.73
txn_000122968,2025-09-05 04:10:40+00:00,37.92
txn_000122972,2025-10-08 04:25:03+00:00,17.92
txn_000122992,2025-09-02 05:20:17+00:00,10.59
txn_000123149,2025-09-03 12:15:15+00:00,18.91
txn_000123308,2025-09-19 18:54:43+00:00,23.2
txn_000123366,2025-09-08 21:48:23+00:00,17.58
txn_000123389,2025-10-11 22:54:22+00:00,11.49
txn_000123419,2025-09-28 00:31:11+00:00,20.02
txn_000123447,2025-09-20 01:43:13+00:00,11.23
txn_000123479,2025-09-24 03:21:59+00:00,6.13
txn_000123493,2025-09-24 03:48:48+00:00,44.11
txn_000123509,2025-10-03 04:46:47+00:00,19.8
txn_000123511,2025-09-23 04:49:26+00:00,35.66
txn_000123514,2025-09-09 05:06:58+00:00,18.1
txn_000123557,2025-09-26 06:45:16+00:00,7.4
txn_000123563,2025-09-23 06:56:19+00:00,11.54
txn_000123580,2025-09-22 07:57:59+00:00,8.96
txn_000123652,2025-09-09 11:49:31+00:00,8.91
txn_000123683,2025-10-13 13:11:13+00:00,21.91
txn_000123702,2025-10-02 14:02:46+00:00,24.28
txn_000123755,2025-08-27 15:56:40+00:00,24.85
txn_000123758,2025-09-30 16:03:36+00:00,15.61
txn_000123776,2025-09-03 16:55:16+00:00,11.93
txn_000123933,2025-10-07 23:26:23+00:00,12.12
txn_000123937,2025-10-05 23:39:15+00:00,9.29
txn_000123998,2025-09-15 02:00:18+00:00,28.12
txn_000124042,2025-10-13 03:38:09+00:00,18.7
txn_000124160,2025-09-09 08:48:33+00:00,10.23
txn_000124208,2025-09-04 10:36:29+00:00,12.38
txn_000124225,2025-08-26 11:24:32+00:00,28.28
txn_000124267,2025-10-05 13:18:47+00:00,23.51
txn_000124350,2025-09-17 17:13:44+00:00,8.82
txn_000124360,2025-10-11 17:25:15+00:00,28.51
txn_000124389,2025-09-26 18:26:30+00:00,8.3
txn_000124400,2025-09-03 18:47:32+00:00,15.75
txn_000124421,2025-10-13 19:35:10+00:00,9.76
txn_000124479,2025-09-07 22:15:51+00:00,7.02
txn_000124532,2025-10-14 00:20:04+00:00,16.67
txn_000124556,2025-10-13 01:35:01+00:00,9.41
txn_000124558,2025-10-01 01:36:11+00:00,9.57
txn_000124574,2025-09-13 02:16:01+00:00,17.05
txn_000124605,2025-09-21 03:39:54+00:00,16.59
txn_000124662,2025-09-26 05:43:02+00:00,21.59
txn_000124664,2025-08-26 05:47:13+00:00,19.69
txn_000124714,2025-09-13 07:42:24+00:00,18.17
txn_000124752,2025-10-01 10:08:15+00:00,8.19
txn_000124791,2025-10-11 11:47:11+00:00,9.73
txn_000124816,2025-09-02 13:00:28+00:00,15.29
txn_000124846,2025-09-17 13:55:53+00:00,10.83
txn_000124877,2025-10-02 15:11:01+00:00,12.55
txn_000124893,2025-08-29 16:01:24+00:00,7.11
txn_000124915,2025-10-08 17:01:19+00:00,23.45
txn_000124952,2025-09-09 18:47:09+00:00,9.3
txn_000124992,2025-09-25 20:53:42+00:00,7.33
txn_000125006,2025-09-10 21:38:55+00:00,8.26
txn_000125034,2025-09-20 22:54:43+00:00,12.18
txn_000125091,2025-09-01 01:27:19+00:00,31.33
txn_000125092,2025-09-19 01:29:41+00:00,13.42
txn_000125111,2025-09-25 02:25:22+00:00,5.96
txn_000125129,2025-10-09 03:11:25+00:00,12.93
txn_000125246,2025-10-11 07:10:35+00:00,6.08
txn_000125282,2025-09-09 08:43:41+00:00,38.77
txn_000125462,2025-10-01 16:29:09+00:00,8.19
txn_000125561,2025-08-26 21:04:44+00:00,11.97
txn_000125620,2025-08-25 00:09:46+00:00,31.19
txn_000125624,2025-09-30 00:13:44+00:00,19.95
txn_000125682,2025-08-25 03:05:20+00:00,17.28
txn_000125716,2025-09-05 04:30:15+00:00,13.14
txn_000125722,2025-10-02 04:38:59+00:00,29.6
txn_000125727,2025-09-16 05:04:32+00:00,10.58
txn_000125731,2025-09-14 05:15:48+00:00,17.22
txn_000125743,2025-09-23 05:41:13+00:00,36.19
txn_000125758,2025-09-19 06:12:25+00:00,34.07
txn_000125886,2025-09-20 11:15:10+00:00,17.89
txn_000125898,2025-09-02 11:41:05+00:00,25.41
txn_000125907,2025-10-04 11:56:01+00:00,30.62
txn_000125909,2025-09-15 12:02:52+00:00,24.49
txn_000125915,2025-09-22 12:30:56+00:00,12.66
txn_000125993,2025-09-04 14:57:38+00:00,6.69
txn_000126014,2025-09-26 15:46:36+00:00,19.27
txn_000126015,2025-10-12 15:48:09+00:00,9.08
txn_000126063,2025-08-31 17:38:35+00:00,12.26
txn_000126074,2025-09-11 18:06:09+00:00,14.11
txn_000126075,2025-10-01 18:07:54+00:00,9.58
txn_000126178,2025-09-14 23:23:14+00:00,19.5
txn_000126202,2025-09-18 00:21:30+00:00,14.78
txn_000126228,2025-10-03 02:01:39+00:00,14.73
txn_000126236,2025-08-26 02:16:57+00:00,10.91
txn_000126276,2025-09-07 04:03:17+00:00,18.48
txn_000126358,2025-09-01 07:33:23+00:00,22.54
txn_000126400,2025-10-15 09:07:51+00:00,18.75
txn_000126434,2025-10-03 10:51:30+00:00,15.5
txn_000126445,2025-08-29 11:06:16+00:00,13.96
txn_000126475,2025-08-28 12:33:09+00:00,7.71
txn_000126486,2025-09-22 13:00:52+00:00,19.05
txn_000126530,2025-09-19 15:05:40+00:00,20.81
txn_000126535,2025-09-26 15:13:46+00:00,10.7
txn_000126550,2025-08-29 15:37:03+00:00,7.97
txn_000126685,2025-10-07 20:38:12+00:00,13.08
txn_000126705,2025-09-10 21:41:38+00:00,14.17
txn_000126711,2025-10-03 21:55:27+00:00,26.35
txn_000126722,2025-10-18 22:18:18+00:00,10.38
txn_000126753,2025-10-04 23:25:23+00:00,7.53
txn_000126764,2025-09-10 23:45:51+00:00,7.31
txn_000126806,2025-09-10 01:48:33+00:00,5.3
txn_000126816,2025-09-11 02:12:32+00:00,22.1
txn_000126818,2025-08-29 02:15:41+00:00,16.64
txn_000126821,2025-09-10 02:21:52+00:00,13.18
txn_000126855,2025-10-08 03:58:35+00:00,14.51
txn_000126894,2025-09-28 05:45:33+00:00,41.47
txn_000126895,2025-09-20 05:46:40+00:00,16.02
txn_000126902,2025-10-05 06:04:24+00:00,18.54
txn_000126946,2025-10-13 08:25:36+00:00,8.66
txn_000126970,2025-09-03 09:18:06+00:00,55.15
txn_000126977,2025-10-02 09:34:27+00:00,14.84
txn_000127027,2025-10-11 12:08:14+00:00,18.62
txn_000127097,2025-10-03 15:04:22+00:00,26.07
txn_000127111,2025-10-09 15:34:24+00:00,19.36
txn_000127128,2025-10-02 16:16:25+00:00,33.1
txn_000127142,2025-10-19 16:49:06+00:00,21.1
txn_000127151,2025-09-08 17:06:41+00:00,16.94
txn_000127160,2025-09-04 17:17:54+00:00,10.52
txn_000127247,2025-09-01 20:57:19+00:00,6.9
txn_000127260,2025-10-18 21:21:57+00:00,22.33
txn_000127303,2025-09-05 23:21:29+00:00,9.55
txn_000127335,2025-09-18 01:24:48+00:00,9.2
txn_000127384,2025-10-13 03:29:57+00:00,17.13
txn_000127390,2025-09-21 03:43:49+00:00,13.77
txn_000127412,2025-10-08 04:38:53+00:00,13.0
txn_000127464,2025-09-18 06:35:13+00:00,40.0
txn_000127481,2025-10-11 07:25:17+00:00,6.9
txn_000127550,2025-09-22 10:43:14+00:00,9.02
txn_000127604,2025-09-30 12:35:42+00:00,11.45
txn_000127632,2025-10-15 13:38:35+00:00,22.81
txn_000127674,2025-09-03 15:45:53+00:00,12.97
txn_000127680,2025-09-22 15:55:14+00:00,17.7
txn_000127735,2025-09-30 18:26:56+00:00,8.59
txn_000127746,2025-09-04 18:41:14+00:00,12.6
txn_000127773,2025-10-18 19:43:50+00:00,35.7
txn_000127788,2025-09-08 20:07:28+00:00,28.95
txn_000127840,2025-10-04 22:34:02+00:00,17.8
txn_000127918,2025-09-09 01:18:40+00:00,8.79
txn_000127961,2025-10-04 02:56:36+00:00,14.69
txn_000127973,2025-09-15 03:34:59+00:00,25.8
txn_000127991,2025-10-16 04:37:26+00:00,13.9
txn_000128019,2025-10-10 05:42:49+00:00,22.5
txn_000128102,2025-09-21 09:01:08+00:00,15.02
txn_000128116,2025-09-29 09:38:03+00:00,12.59
txn_000128125,2025-10-20 09:52:38+00:00,36.37
txn_000128144,2025-10-01 10:56:58+00:00,14.73
txn_000128162,2025-10-10 11:39:25+00:00,14.35
txn_000128189,2025-10-18 12:41:42+00:00,33.21
txn_000128207,2025-09-09 13:33:47+00:00,20.35
txn_000128210,2025-10-16 13:44:42+00:00,10.31
txn_000128212,2025-09-16 13:48:21+00:00,41.71
txn_000128273,2025-09-10 16:24:12+00:00,30.65
txn_000128345,2025-10-11 20:13:44+00:00,17.16
txn_000128361,2025-09-13 20:58:01+00:00,6.47
txn_000128382,2025-10-08 22:02:10+00:00,15.2
txn_000128391,2025-09-04 22:18:56+00:00,8.88
txn_000128392,2025-10-15 22:19:19+00:00,34.42
txn_000128473,2025-09-23 02:27:20+00:00,17.85
txn_000128496,2025-10-01 03:34:30+00:00,7.88
txn_000128501,2025-10-04 04:04:32+00:00,19.49
txn_000128505,2025-09-19 04:17:45+00:00,25.78
txn_000128555,2025-10-08 06:16:47+00:00,14.95
txn_000128656,2025-10-16 10:14:24+00:00,9.26
txn_000128662,2025-10-15 10:32:06+00:00,15.88
txn_000128687,2025-09-04 12:07:40+00:00,5.62
txn_000128729,2025-09-28 13:49:27+00:00,10.62
txn_000128773,2025-09-19 16:00:19+00:00,5.58
txn_000128867,2025-09-02 19:36:40+00:00,12.67
txn_000128918,2025-10-09 21:42:37+00:00,9.32
txn_000128930,2025-10-02 22:20:55+00:00,11.1
txn_000128936,2025-10-22 22:35:09+00:00,23.69
txn_000128939,2025-10-08 22:41:09+00:00,21.1
txn_000128954,2025-10-18 23:19:23+00:00,23.69
